Instrument,Date,Price_Close,Volume,HistVol_30D
AAPL.O,2023-11-06,179.23,63841310,
AAPL.O,2023-11-07,181.82,70529966,
AAPL.O,2023-11-08,182.89,49340282,
AAPL.O,2023-11-09,182.41,53763540,
AAPL.O,2023-11-10,186.4,66177922,
AAPL.O,2023-11-13,184.8,43627519,
AAPL.O,2023-11-14,187.44,60108378,
AAPL.O,2023-11-15,188.01,53790499,
AAPL.O,2023-11-16,189.71,54412915,
AAPL.O,2023-11-17,189.69,50941404,
AAPL.O,2023-11-20,191.45,46538614,
AAPL.O,2023-11-21,190.64,38134485,
AAPL.O,2023-11-22,191.31,39630011,
AAPL.O,2023-11-24,189.97,24048344,
AAPL.O,2023-11-27,189.79,40552609,
AAPL.O,2023-11-28,190.4,38415419,
AAPL.O,2023-11-29,189.37,43014224,
AAPL.O,2023-11-30,189.95,48794366,
AAPL.O,2023-12-01,191.24,45704823,
AAPL.O,2023-12-04,189.43,43389519,
AAPL.O,2023-12-05,193.42,66628398,
AAPL.O,2023-12-06,192.32,41089737,
AAPL.O,2023-12-07,194.27,47477655,
AAPL.O,2023-12-08,195.71,53406358,
AAPL.O,2023-12-11,193.18,60943699,
AAPL.O,2023-12-12,194.71,52696900,
AAPL.O,2023-12-13,197.96,70404183,
AAPL.O,2023-12-14,198.11,66831572,
AAPL.O,2023-12-15,197.57,128538401,
AAPL.O,2023-12-18,195.89,55751861,
AAPL.O,2023-12-19,196.94,40714051,
AAPL.O,2023-12-20,194.83,52242815,
AAPL.O,2023-12-21,194.68,46482549,
AAPL.O,2023-12-22,193.6,37149570,
AAPL.O,2023-12-26,193.05,28919310,
AAPL.O,2023-12-27,193.15,48087681,
AAPL.O,2023-12-28,193.58,34049898,
AAPL.O,2023-12-29,192.53,42672148,
AAPL.O,2024-01-02,185.64,82488674,
AAPL.O,2024-01-03,184.25,58414460,
AAPL.O,2024-01-04,181.91,71983570,
AAPL.O,2024-01-05,181.18,62379661,
AAPL.O,2024-01-08,185.56,59144470,
AAPL.O,2024-01-09,185.14,42841809,
AAPL.O,2024-01-10,186.19,46792908,
AAPL.O,2024-01-11,185.59,49128408,
AAPL.O,2024-01-12,185.92,40477782,
AAPL.O,2024-01-16,183.63,65603041,
AAPL.O,2024-01-17,182.68,47317433,
AAPL.O,2024-01-18,188.63,78005754,
AAPL.O,2024-01-19,191.56,68902985,
AAPL.O,2024-01-22,193.89,60133852,
AAPL.O,2024-01-23,195.18,42355590,
AAPL.O,2024-01-24,194.5,53631316,
AAPL.O,2024-01-25,194.17,54822126,
AAPL.O,2024-01-26,192.42,44594011,
AAPL.O,2024-01-29,191.73,47145622,
AAPL.O,2024-01-30,188.04,55859370,
AAPL.O,2024-01-31,184.4,55467803,
AAPL.O,2024-02-01,186.86,64885408,
AAPL.O,2024-02-02,185.85,102551680,
AAPL.O,2024-02-05,187.68,69668820,
AAPL.O,2024-02-06,189.3,43490759,
AAPL.O,2024-02-07,189.41,53438955,
AAPL.O,2024-02-08,188.32,40962046,
AAPL.O,2024-02-09,188.85,45155216,
AAPL.O,2024-02-12,187.15,41781934,
AAPL.O,2024-02-13,185.04,56529529,
AAPL.O,2024-02-14,184.15,54630517,
AAPL.O,2024-02-15,183.86,65434496,
AAPL.O,2024-02-16,182.31,49752465,
AAPL.O,2024-02-20,181.56,53665553,
AAPL.O,2024-02-21,182.32,41529674,
AAPL.O,2024-02-22,184.37,52292208,
AAPL.O,2024-02-23,182.52,45119677,
AAPL.O,2024-02-26,181.16,40867421,
AAPL.O,2024-02-27,182.63,54318851,
AAPL.O,2024-02-28,181.42,48953939,
AAPL.O,2024-02-29,180.75,136682597,
AAPL.O,2024-03-01,179.66,73563082,
AAPL.O,2024-03-04,175.1,81510101,
AAPL.O,2024-03-05,170.12,95132355,
AAPL.O,2024-03-06,169.12,68587707,
AAPL.O,2024-03-07,169.0,71765061,
AAPL.O,2024-03-08,170.73,76267041,
AAPL.O,2024-03-11,172.75,60139473,
AAPL.O,2024-03-12,173.23,59825372,
AAPL.O,2024-03-13,171.13,52488692,
AAPL.O,2024-03-14,173.0,72913507,
AAPL.O,2024-03-15,172.62,121752699,
AAPL.O,2024-03-18,173.72,75604184,
AAPL.O,2024-03-19,176.08,55215244,
AAPL.O,2024-03-20,178.67,53423102,
AAPL.O,2024-03-21,171.37,106181270,
AAPL.O,2024-03-22,172.28,71160138,
AAPL.O,2024-03-25,170.85,54288328,
AAPL.O,2024-03-26,169.71,57388449,
AAPL.O,2024-03-27,173.31,60273265,
AAPL.O,2024-03-28,171.48,65672690,
AAPL.O,2024-04-01,170.03,46240500,
AAPL.O,2024-04-02,168.84,49329481,
AAPL.O,2024-04-03,169.65,47691715,
AAPL.O,2024-04-04,168.82,53704386,
AAPL.O,2024-04-05,169.58,42104826,
AAPL.O,2024-04-08,168.45,37425513,
AAPL.O,2024-04-09,169.67,42451209,
AAPL.O,2024-04-10,167.78,49709336,
AAPL.O,2024-04-11,175.04,91070275,
AAPL.O,2024-04-12,176.55,101670886,
AAPL.O,2024-04-15,172.69,73531773,
AAPL.O,2024-04-16,169.38,73711235,
AAPL.O,2024-04-17,168.0,50901210,
AAPL.O,2024-04-18,167.04,43122903,
AAPL.O,2024-04-19,165.0,68149377,
AAPL.O,2024-04-22,165.84,48116443,
AAPL.O,2024-04-23,166.9,49537761,
AAPL.O,2024-04-24,169.02,48251835,
AAPL.O,2024-04-25,169.89,50558329,
AAPL.O,2024-04-26,169.3,44838354,
AAPL.O,2024-04-29,173.5,68169419,
AAPL.O,2024-04-30,170.33,65934776,
AAPL.O,2024-05-01,169.3,50383147,
AAPL.O,2024-05-02,173.03,94214915,
AAPL.O,2024-05-03,183.38,163224109,
AAPL.O,2024-05-06,181.71,78569667,
AAPL.O,2024-05-07,182.4,77305771,
AAPL.O,2024-05-08,182.74,45057087,
AAPL.O,2024-05-09,184.57,48982972,
AAPL.O,2024-05-10,183.05,50759496,
AAPL.O,2024-05-13,186.28,72044809,
AAPL.O,2024-05-14,187.43,52393619,
AAPL.O,2024-05-15,189.72,70399988,
AAPL.O,2024-05-16,189.84,52845230,
AAPL.O,2024-05-17,189.87,41282925,
AAPL.O,2024-05-20,191.04,44361275,
AAPL.O,2024-05-21,192.35,42309401,
AAPL.O,2024-05-22,190.9,34648547,
AAPL.O,2024-05-23,186.88,51005924,
AAPL.O,2024-05-24,189.98,36326975,
AAPL.O,2024-05-28,189.99,52280051,
AAPL.O,2024-05-29,190.29,53068016,
AAPL.O,2024-05-30,191.29,49947941,
AAPL.O,2024-05-31,192.25,75158277,
AAPL.O,2024-06-03,194.03,50080539,
AAPL.O,2024-06-04,194.35,47471445,
AAPL.O,2024-06-05,195.87,54156785,
AAPL.O,2024-06-06,194.48,41181753,
AAPL.O,2024-06-07,196.89,53103912,
AAPL.O,2024-06-10,193.12,97262077,
AAPL.O,2024-06-11,207.15,172373296,
AAPL.O,2024-06-12,213.07,198134293,
AAPL.O,2024-06-13,214.24,97862729,
AAPL.O,2024-06-14,212.49,70122748,
AAPL.O,2024-06-17,216.67,93728300,
AAPL.O,2024-06-18,214.29,79943254,
AAPL.O,2024-06-20,209.68,86172451,
AAPL.O,2024-06-21,207.49,246421353,
AAPL.O,2024-06-24,208.14,80727006,
AAPL.O,2024-06-25,209.07,56713868,
AAPL.O,2024-06-26,213.25,66213186,
AAPL.O,2024-06-27,214.1,49772707,
AAPL.O,2024-06-28,210.62,82542718,
AAPL.O,2024-07-01,216.75,60402929,
AAPL.O,2024-07-02,220.27,58046178,
AAPL.O,2024-07-03,221.55,37369801,
AAPL.O,2024-07-05,226.34,60412408,
AAPL.O,2024-07-08,227.82,59085861,
AAPL.O,2024-07-09,228.68,48169822,
AAPL.O,2024-07-10,232.98,62627687,
AAPL.O,2024-07-11,227.57,64710617,
AAPL.O,2024-07-12,230.54,53046527,
AAPL.O,2024-07-15,234.4,62631252,
AAPL.O,2024-07-16,234.82,43234278,
AAPL.O,2024-07-17,228.88,57345884,
AAPL.O,2024-07-18,224.18,66034585,
AAPL.O,2024-07-19,224.31,49151453,
AAPL.O,2024-07-22,223.96,48201835,
AAPL.O,2024-07-23,225.01,39960260,
AAPL.O,2024-07-24,218.54,61777576,
AAPL.O,2024-07-25,217.49,51391199,
AAPL.O,2024-07-26,217.96,41601345,
AAPL.O,2024-07-29,218.24,36311778,
AAPL.O,2024-07-30,218.8,41643840,
AAPL.O,2024-07-31,222.08,50036262,
AAPL.O,2024-08-01,218.36,62500996,
AAPL.O,2024-08-02,219.86,105568560,
AAPL.O,2024-08-05,209.27,119548589,
AAPL.O,2024-08-06,207.23,69660488,
AAPL.O,2024-08-07,209.82,63516417,
AAPL.O,2024-08-08,213.31,47161149,
AAPL.O,2024-08-09,216.24,42201646,
AAPL.O,2024-08-12,217.53,38028092,
AAPL.O,2024-08-13,221.27,44155331,
AAPL.O,2024-08-14,221.72,41960574,
AAPL.O,2024-08-15,224.72,46414013,
AAPL.O,2024-08-16,226.05,44340240,
AAPL.O,2024-08-19,225.89,40687813,
AAPL.O,2024-08-20,226.51,30299033,
AAPL.O,2024-08-21,226.4,34765480,
AAPL.O,2024-08-22,224.53,43695321,
AAPL.O,2024-08-23,226.84,38677250,
AAPL.O,2024-08-26,227.18,30602208,
AAPL.O,2024-08-27,228.03,35934559,
AAPL.O,2024-08-28,226.49,38052167,
AAPL.O,2024-08-29,229.79,51906297,
AAPL.O,2024-08-30,229.0,52990770,
AAPL.O,2024-09-03,222.77,50190574,
AAPL.O,2024-09-04,220.85,43840196,
AAPL.O,2024-09-05,222.38,36615398,
AAPL.O,2024-09-06,220.82,48423011,
AAPL.O,2024-09-09,220.91,67179965,
AAPL.O,2024-09-10,220.11,51591033,
AAPL.O,2024-09-11,222.66,44587072,
AAPL.O,2024-09-12,222.77,37498225,
AAPL.O,2024-09-13,222.5,36766619,
AAPL.O,2024-09-16,216.32,59357427,
AAPL.O,2024-09-17,216.79,45519339,
AAPL.O,2024-09-18,220.69,59894928,
AAPL.O,2024-09-19,228.87,66781315,
AAPL.O,2024-09-20,228.2,318679888,
AAPL.O,2024-09-23,226.47,54146023,
AAPL.O,2024-09-24,227.37,43556068,
AAPL.O,2024-09-25,226.37,42308715,
AAPL.O,2024-09-26,227.52,36636707,
AAPL.O,2024-09-27,227.79,34025967,
AAPL.O,2024-09-30,233.0,54793391,
AAPL.O,2024-10-01,226.21,63285048,
AAPL.O,2024-10-02,226.78,32880605,
AAPL.O,2024-10-03,225.67,34044158,
AAPL.O,2024-10-04,226.8,37345098,
AAPL.O,2024-10-07,221.69,39505354,
AAPL.O,2024-10-08,225.77,31855693,
AAPL.O,2024-10-09,229.54,33591091,
AAPL.O,2024-10-10,229.04,28183544,
AAPL.O,2024-10-11,227.55,31759188,
AAPL.O,2024-10-14,231.3,39882085,
AAPL.O,2024-10-15,233.85,64751367,
AAPL.O,2024-10-16,231.78,34082240,
AAPL.O,2024-10-17,232.15,32993810,
AAPL.O,2024-10-18,235.0,46431472,
AAPL.O,2024-10-21,236.48,36254470,
AAPL.O,2024-10-22,235.86,38846578,
AAPL.O,2024-10-23,230.76,52286979,
AAPL.O,2024-10-24,230.57,31109503,
AAPL.O,2024-10-25,231.41,38802304,
AAPL.O,2024-10-28,233.4,36087134,
AAPL.O,2024-10-29,233.67,35417247,
AAPL.O,2024-10-30,230.1,47070907,
AAPL.O,2024-10-31,225.91,64370086,
AAPL.O,2024-11-01,222.91,65276741,
AAPL.O,2024-11-04,222.01,44944468,
AAPL.O,2024-11-05,223.45,28111338,
AAPL.O,2024-11-06,222.72,54561121,
AAPL.O,2024-11-07,227.48,42137691,
AAPL.O,2024-11-08,226.96,38328824,
AAPL.O,2024-11-11,224.23,42005602,
AAPL.O,2024-11-12,224.23,40398299,
AAPL.O,2024-11-13,225.12,48566217,
AAPL.O,2024-11-14,228.22,44923941,
AAPL.O,2024-11-15,225.0,47923696,
AAPL.O,2024-11-18,228.02,44686020,
AAPL.O,2024-11-19,228.28,36211774,
AAPL.O,2024-11-20,229.0,35169566,
AAPL.O,2024-11-21,228.52,42108327,
AAPL.O,2024-11-22,229.87,38168252,
AAPL.O,2024-11-25,232.87,90152832,
AAPL.O,2024-11-26,235.06,45986189,
AAPL.O,2024-11-27,234.93,33498439,
AAPL.O,2024-11-29,237.33,28481377,
AAPL.O,2024-12-02,239.59,48137103,
AAPL.O,2024-12-03,242.65,38861017,
AAPL.O,2024-12-04,243.01,44383935,
AAPL.O,2024-12-05,243.04,40033878,
AAPL.O,2024-12-06,242.84,36870619,
AAPL.O,2024-12-09,246.75,44649232,
AAPL.O,2024-12-10,247.77,36914806,
AAPL.O,2024-12-11,246.49,45205814,
AAPL.O,2024-12-12,247.96,32777532,
AAPL.O,2024-12-13,248.13,33155290,
AAPL.O,2024-12-16,251.04,51694753,
AAPL.O,2024-12-17,253.48,51356360,
AAPL.O,2024-12-18,248.05,56774101,
AAPL.O,2024-12-19,249.79,60882264,
AAPL.O,2024-12-20,254.49,147495267,
AAPL.O,2024-12-23,255.27,40858774,
AAPL.O,2024-12-24,258.2,23234705,
AAPL.O,2024-12-26,259.02,27262983,
AAPL.O,2024-12-27,255.59,42355321,
AAPL.O,2024-12-30,252.2,35557542,
AAPL.O,2024-12-31,250.42,39480718,
AAPL.O,2025-01-02,243.85,55740731,
AAPL.O,2025-01-03,243.36,40244114,
AAPL.O,2025-01-06,245.0,45045571,
AAPL.O,2025-01-07,242.21,40855960,
AAPL.O,2025-01-08,242.7,37628940,
AAPL.O,2025-01-10,236.85,61710856,
AAPL.O,2025-01-13,234.4,49630725,
AAPL.O,2025-01-14,233.28,39435294,
AAPL.O,2025-01-15,237.87,39831969,
AAPL.O,2025-01-16,228.26,71759052,
AAPL.O,2025-01-17,229.98,68488301,
AAPL.O,2025-01-21,222.64,98070429,
AAPL.O,2025-01-22,223.83,64126500,
AAPL.O,2025-01-23,223.66,60234760,
AAPL.O,2025-01-24,222.78,54697907,
AAPL.O,2025-01-27,229.86,94863418,
AAPL.O,2025-01-28,238.26,75707569,
AAPL.O,2025-01-29,239.36,45486100,
AAPL.O,2025-01-30,237.59,55658279,
AAPL.O,2025-01-31,236.0,101075128,
AAPL.O,2025-02-03,228.01,73063301,
AAPL.O,2025-02-04,232.8,45067301,
AAPL.O,2025-02-05,232.47,39664989,
AAPL.O,2025-02-06,233.22,29925349,
AAPL.O,2025-02-07,227.63,39707224,
AAPL.O,2025-02-10,227.65,33115645,
AAPL.O,2025-02-11,232.62,53718362,
AAPL.O,2025-02-12,236.87,45243292,
AAPL.O,2025-02-13,241.53,53614054,
AAPL.O,2025-02-14,244.6,40896227,
AAPL.O,2025-02-18,244.47,48822491,
AAPL.O,2025-02-19,244.87,32204215,
AAPL.O,2025-02-20,245.83,32316907,
AAPL.O,2025-02-21,245.55,53197431,
AAPL.O,2025-02-24,247.1,51326396,
AAPL.O,2025-02-25,247.04,48013272,
AAPL.O,2025-02-26,240.36,44433564,
AAPL.O,2025-02-27,237.3,41153639,
AAPL.O,2025-02-28,241.84,56833360,
AAPL.O,2025-03-03,238.03,47183985,
AAPL.O,2025-03-04,235.93,53798062,
AAPL.O,2025-03-05,235.74,47227643,
AAPL.O,2025-03-06,235.33,45170419,
AAPL.O,2025-03-07,239.07,46273565,
AAPL.O,2025-03-10,227.48,72071197,
AAPL.O,2025-03-11,220.84,76137410,
AAPL.O,2025-03-12,216.98,62547467,
AAPL.O,2025-03-13,209.68,61368330,
AAPL.O,2025-03-14,213.49,60107582,
AAPL.O,2025-03-17,214.0,48073426,
AAPL.O,2025-03-18,212.69,42432426,
AAPL.O,2025-03-19,215.24,54385391,
AAPL.O,2025-03-20,214.1,48862947,
AAPL.O,2025-03-21,218.27,94127768,
AAPL.O,2025-03-24,220.73,44299483,
AAPL.O,2025-03-25,223.75,34493583,
AAPL.O,2025-03-26,221.53,34532656,
AAPL.O,2025-03-27,223.85,37094774,
AAPL.O,2025-03-28,217.9,39818617,
AAPL.O,2025-03-31,222.13,65299321,
AAPL.O,2025-04-01,223.19,36412740,
AAPL.O,2025-04-02,223.89,35905904,
AAPL.O,2025-04-03,203.19,103419006,
AAPL.O,2025-04-04,188.38,125910913,
AAPL.O,2025-04-07,181.46,160466286,
AAPL.O,2025-04-08,172.42,120859491,
AAPL.O,2025-04-09,198.85,184395885,
AAPL.O,2025-04-10,190.42,121879981,
AAPL.O,2025-04-11,198.15,87435915,
AAPL.O,2025-04-14,202.52,101352911,
AAPL.O,2025-04-15,202.14,51343872,
AAPL.O,2025-04-16,194.27,59732423,
AAPL.O,2025-04-17,196.98,52164675,
AAPL.O,2025-04-21,193.16,46742537,
AAPL.O,2025-04-22,199.74,52976371,
AAPL.O,2025-04-23,204.6,52929165,
AAPL.O,2025-04-24,208.37,47310989,
AAPL.O,2025-04-25,209.28,38222258,
AAPL.O,2025-04-28,210.14,38743074,
AAPL.O,2025-04-29,211.21,36827633,
AAPL.O,2025-04-30,212.5,52286454,
AAPL.O,2025-05-01,213.32,57365675,
AAPL.O,2025-05-02,205.35,101010621,
AAPL.O,2025-05-05,198.89,69018452,
AAPL.O,2025-05-06,198.51,51216482,
AAPL.O,2025-05-07,196.25,68616943,
AAPL.O,2025-05-08,197.49,50478872,
AAPL.O,2025-05-09,198.53,36453923,
AAPL.O,2025-05-12,210.79,63775814,
AAPL.O,2025-05-13,212.93,51909332,
AAPL.O,2025-05-14,212.33,49325825,
AAPL.O,2025-05-15,211.45,45029473,
AAPL.O,2025-05-16,211.26,54737850,
AAPL.O,2025-05-19,208.78,46140527,
AAPL.O,2025-05-20,206.86,42496635,
AAPL.O,2025-05-21,202.09,59211774,
AAPL.O,2025-05-22,201.36,46742407,
AAPL.O,2025-05-23,195.27,78432918,
AAPL.O,2025-05-27,200.21,56288475,
AAPL.O,2025-05-28,200.42,45339678,
AAPL.O,2025-05-29,199.95,51477938,
AAPL.O,2025-05-30,200.85,70819942,
AAPL.O,2025-06-02,201.7,35423294,
AAPL.O,2025-06-03,203.27,46381567,
