Date,Price Close_BTC=,Volatility - 30 days_BTC=,TR.RSI14D_BTC=,Price Close_ETH=,Volatility - 30 days_ETH=,TR.RSI14D_ETH=,Price Close_SOL=,Volatility - 30 days_SOL=,TR.RSI14D_SOL=,Price Close_BTCc1,Volatility - 30 days_BTCc1,TR.RSI14D_BTCc1,Price Close_2330.TW,Volatility - 30 days_2330.TW,TR.RSI14D_2330.TW,Price Close_2454.TW,Volatility - 30 days_2454.TW,TR.RSI14D_2454.TW,Price Close_.TWII,Volatility - 30 days_.TWII,TR.RSI14D_.TWII,Price Close_LCOc1,Volatility - 30 days_LCOc1,TR.RSI14D_LCOc1,Price Close_XAU=,Volatility - 30 days_XAU=,TR.RSI14D_XAU=,Price Close_US10YT=RR,Volatility - 30 days_US10YT=RR,TR.RSI14D_US10YT=RR,Price Close_.N225,Volatility - 30 days_.N225,TR.RSI14D_.N225,Price Close_.FTSE,Volatility - 30 days_.FTSE,TR.RSI14D_.FTSE,Price Close_.GDAXI,Volatility - 30 days_.GDAXI,TR.RSI14D_.GDAXI,Price Close_EUR=,Volatility - 30 days_EUR=,TR.RSI14D_EUR=,Price Close_JPY=,Volatility - 30 days_JPY=,TR.RSI14D_JPY=,Price Close_CNY=,Volatility - 30 days_CNY=,TR.RSI14D_CNY=
2018-01-24 00:00:00,,,,,,,,,,,,,258.0,,,307.5,,,11152.16,,,,,,,,,,,,23940.78,,,7643.43,,,13414.74,,,,,,,,,,,
2018-01-25 00:00:00,,,,,,,,,,,,,258.0,,,305.5,,,11165.95,,,,,,,,,,,,23669.49,,,7615.84,,,13298.36,,,,,,,,,,,
2018-01-26 00:00:00,,,,,,,,,,,,,255.0,,,308.0,,,11147.1,,,,,,,,,,,,23631.88,,,7665.54,,,13340.17,,,,,,,,,,,
2018-01-29 00:00:00,,,,,,,,,,,,,258.5,,,308.0,,,11221.81,,,,,,,,,,,,23629.34,,,7671.53,,,13324.48,,,,,,,,,,,
2018-01-30 00:00:00,,,,,,,,,,,,,253.0,,,299.0,,,11076.78,,,,,,,,,,,,23291.97,,,7587.98,,,13197.71,,,,,,,,,,,
2018-01-31 00:00:00,,,,,,,,,,,,,255.0,,,299.0,,,11103.79,,,,,,,,,,,,23098.29,,,7533.55,,,13189.48,,,,,,,,,,,
2018-02-01 00:00:00,,,,,,,,,,,,,259.5,,,307.0,,,11160.25,,,,,,,,,,,,23486.11,,,7490.39,,,13003.9,,,,,,,,,,,
2018-02-02 00:00:00,,,,,,,,,,,,,259.5,,,304.5,,,11126.23,,,,,,,,,,,,23274.53,,,7443.43,,,12785.16,,,,,,,,,,,
2018-02-05 00:00:00,,,,,,,,,,,,,253.0,,,299.0,,,10946.25,,,,,,,,,,,,22682.08,,,7334.98,,,12687.49,,,,,,,,,,,
2018-02-06 00:00:00,,,,,,,,,,,,,239.0,,,286.5,,,10404.0,,,,,,,,,,,,21610.24,,,7141.4,,,12392.66,,,,,,,,,,,
2018-02-07 00:00:00,,,,,,,,,,,,,240.0,,,284.5,,,10551.54,,,,,,,,,,,,21645.37,,,7279.42,,,12590.43,,,,,,,,,,,
2018-02-08 00:00:00,,,,,,,,,,,,,238.5,,,286.0,,,10528.52,,,,,,,,,,,,21890.86,,,7170.69,,,12260.29,,,,,,,,,,,
2018-02-09 00:00:00,,,,,,,,,,,,,232.5,,,283.0,,,10371.75,,,,,,,,,,,,21382.62,,,7092.43,,,12107.48,,,,,,,,,,,
2018-02-12 00:00:00,,,,,,,,,,,,,236.5,,,285.0,,,10421.09,,,,,,,,,,,,,,,7177.06,,,12282.77,,,,,,,,,,,
2018-02-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21244.68,,,7168.01,,,12196.5,,,,,,,,,,,
2018-02-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21154.17,,,7213.97,,,12339.16,,,,,,,,,,,
2018-02-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21464.98,,,7234.81,,,12346.17,,,,,,,,,,,
2018-02-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21720.25,,,7294.7,,,12451.96,,,,,,,,,,,
2018-02-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22149.21,,,7247.66,,,12385.6,,,,,,,,,,,
2018-02-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21925.1,,,7246.77,,,12487.9,,,,,,,,,,,
2018-02-21 00:00:00,,,,,,,,,,,,,242.5,,,304.5,,,10714.44,,,,,,,,,,,,21970.81,,,7281.57,,,12470.49,,,,,,,,,,,
2018-02-22 00:00:00,,,,,,,,,,,,,239.5,,,302.0,,,10662.38,,,,,,,,,,,,21736.44,,,7252.39,,,12461.91,,,,,,,,,,,
2018-02-23 00:00:00,,,,,,,,,,,,,245.0,,,300.5,,,10794.55,,,,,,,,,,,,21892.78,,,7244.41,,,12483.79,,,,,,,,,,,
2018-02-26 00:00:00,,,,,,,,,,,,,246.5,,,296.5,,,10836.7,,,,,,,,,,,,22153.63,,,7289.58,,,12527.04,,,,,,,,,,,
2018-02-27 00:00:00,,,,,,,,,,,,,246.0,,,301.0,,,10815.47,,,,,,,,,,,,22389.86,,,7282.45,,,12490.73,,,,,,,,,,,
2018-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22068.24,,,7231.91,,,12435.85,,,,,,,,,,,
2018-03-01 00:00:00,,,,,,,,,,,,,243.0,,,299.5,,,10785.79,,,,,,,,,,,,21724.47,,,7175.64,,,12190.94,,,,,,,,,,,
2018-03-02 00:00:00,,,,,,,,,,,,,240.0,,,302.5,,,10698.17,,,,,,,,,,,,21181.64,,,7069.9,,,11913.71,,,,,,,,,,,
2018-03-05 00:00:00,,,,,,,,,,,,,241.5,,,295.0,,,10642.9,,,,,,,,,,,,21042.09,,,7115.98,,,12090.87,,,,,,,,,,,
2018-03-06 00:00:00,,,,,,,,,,,,,250.0,,,301.0,,,10784.34,,,,,,,,,,,,21417.76,,,7146.75,,,12113.87,,,,,,,,,,,
2018-03-07 00:00:00,,,,,,,,,,,,,247.0,,,300.0,,,10745.32,,,,,,,,,,,,21252.72,,,7157.84,,,12245.36,,,,,,,,,,,
2018-03-08 00:00:00,,,,,,,,,,,,,249.5,,,309.5,,,10823.24,,,,,,,,,,,,21368.07,,,7203.24,,,12355.57,,,,,,,,,,,
2018-03-09 00:00:00,,,,,,,,,,,,,250.5,,,310.5,,,10864.82,,,,,,,,,,,,21469.2,,,7224.51,,,12346.68,,,,,,,,,,,
2018-03-12 00:00:00,,,,,,,,,,,,,254.0,,,317.0,,,11002.1,,,,,,,,,,,,21824.03,,,7214.76,,,12418.39,,,,,,,,,,,
2018-03-13 00:00:00,,,,,,,,,,,,,259.0,,,319.0,,,11095.63,,,,,,,,,,,,21968.1,,,7138.78,,,12221.03,,,,,,,,,,,
2018-03-14 00:00:00,,,,,,,,,,,,,257.0,,,313.5,,,11038.8,,,,,,,,,,,,21777.29,,,7132.69,,,12237.74,,,,,,,,,,,
2018-03-15 00:00:00,,,,,,,,,,,,,255.0,,,318.0,,,11018.45,,,,,,,,,,,,21803.95,,,7139.76,,,12345.56,,,,,,,,,,,
2018-03-16 00:00:00,,,,,,,,,,,,,255.0,,,317.0,,,11027.7,,,,,,,,,,,,21676.51,,,7164.14,,,12389.58,,,,,,,,,,,
2018-03-19 00:00:00,,,,,,,,,,,,,255.0,,,334.0,,,11046.9,,,,,,,,,,,,21480.9,,,7042.93,,,12217.02,,,,,,,,,,,
2018-03-20 00:00:00,,,,,,,,,,,,,253.0,,,342.5,,,11010.84,,,,,,,,,,,,21380.97,,,7061.27,,,12307.33,,,,,,,,,,,
2018-03-21 00:00:00,,,,,,,,,,,,,252.5,,,336.0,,,11011.07,,,,,,,,,,,,,,,7038.97,,,12309.15,,,,,,,,,,,
2018-03-22 00:00:00,,,,,,,,,,,,,251.5,,,336.0,,,11005.84,,,,,,,,,,,,21591.99,,,6952.59,,,12100.08,,,,,,,,,,,
2018-03-23 00:00:00,,,,,,,,,,,,,245.0,,,328.0,,,10823.33,,,,,,,,,,,,20617.86,,,6921.94,,,11886.31,,,,,,,,,,,
2018-03-26 00:00:00,,,,,,,,,,,,,243.5,,,347.0,,,10840.05,,,,,,,,,,,,20766.1,,,6888.69,,,11787.26,,,,,,,,,,,
2018-03-27 00:00:00,,,,,,,,,,,,,251.0,,,342.5,,,10986.79,,,,,,,,,,,,21317.32,,,7000.14,,,11970.83,,,,,,,,,,,
2018-03-28 00:00:00,,,,,,,,,,,,,245.0,,,333.0,,,10865.66,,,,,,,,,,,,21031.31,,,7044.74,,,11940.71,,,,,,,,,,,
2018-03-29 00:00:00,,,,,,,,,,,,,244.0,,,331.0,,,10845.92,,,,,,,,,,,,21159.08,,,7056.61,,,12096.73,,,,,,,,,,,
2018-03-30 00:00:00,,,,,,,,,,,,,246.0,,,340.0,,,10906.22,,,,,,,,,,,,21454.3,,,,,,,,,,,,,,,,,
2018-04-02 00:00:00,,,,,,,,,,,,,246.5,,,336.5,,,10888.27,,,,,,,,,,,,21388.58,,,,,,,,,,,,,,,,,
2018-04-03 00:00:00,,,,,,,,,,,,,244.0,,,328.0,,,10821.53,,,,,,,,,,,,21292.29,,,7030.46,,,12002.45,,,,,,,,,,,
2018-04-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21319.55,,,7034.01,,,11957.9,,,,,,,,,,,
2018-04-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21645.42,,,7199.5,,,12305.19,,,,,,,,,,,
2018-04-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21567.52,,,7183.64,,,12241.27,,,,,,,,,,,
2018-04-09 00:00:00,,,,,,,,,,,,,245.0,,,327.5,,,10893.53,,,,,,,,,,,,21678.26,,,7194.75,,,12261.75,,,,,,,,,,,
2018-04-10 00:00:00,,,,,,,,,,,,,245.5,,,327.0,,,10927.18,,,,,,,,,,,,21794.32,,,7266.75,,,12397.32,,,,,,,,,,,
2018-04-11 00:00:00,,,,,,,,,,,,,248.0,,,339.0,,,10974.02,,,,,,,,,,,,21687.1,,,7257.14,,,12293.97,,,,,,,,,,,
2018-04-12 00:00:00,,,,,,,,,,,,,245.0,,,331.5,,,10955.29,,,,,,,,,,,,21660.28,,,7258.34,,,12415.01,,,,,,,,,,,
2018-04-13 00:00:00,,,,,,,,,,,,,244.5,,,336.0,,,10965.39,,,,,,,,,,,,21778.74,,,7264.56,,,12442.4,,,,,,,,,,,
