,skew_put_minus_call,term_structure_inversion,liquidity_flag,short_interest,returns_5d,drawdown
,,,,,,
Date,,,,,,
2016-02-15,,,,,-0.01073571203031276,
2016-02-16,,,,,0.017370249499947477,-0.2733834586466165
2016-02-17,,,,,0.04084014002333736,-0.2622556390977443
2016-02-18,,,,,0.027321237993596537,-0.2762406015037594
2016-02-19,,,,,0.02181083093946179,-0.2778947368421052
2016-02-22,,,29319620.8,,0.03074795190977775,-0.27157894736842114
2016-02-23,,,27350545.6,,-0.020177980132450313,-0.2880451127819549
2016-02-24,,,25740588.0,,-0.020587036282103677,-0.2774436090225564
2016-02-25,,,24705729.6,,0.005194265530853892,-0.27248120300751877
2016-02-26,,,23753207.2,,0.0090587255310286,-0.2713533834586467
2016-02-29,,,26834440.8,,-0.001961189099917382,-0.2730075187969925
2016-03-01,,,29162008.8,,0.061674939275530694,-0.24413533834586465
2016-03-02,,,29477374.4,,0.048387096774193505,-0.24248120300751874
2016-03-03,,,29822168.0,,0.048987184787101956,-0.23684210526315785
2016-03-04,,,31308100.8,,0.06294500051594265,-0.2254887218045113
2016-03-07,,,28758972.0,,0.05357327541627899,-0.23406015037593986
2016-03-08,,,26477377.6,,0.004973639709539457,-0.24037593984962402
2016-03-09,,,25143098.4,,0.0036724565756824923,-0.23969924812030075
2016-03-10,,,26033302.4,,-0.003251231527093612,-0.23932330827067672
2016-03-11,,,25058600.8,,-0.007280846519755357,-0.23112781954887218
2016-03-14,,,24322212.0,,0.006380681260429899,-0.22917293233082714
2016-03-15,,,25900704.0,,0.03513807779867362,-0.2136842105263158
2016-03-16,,,28365864.0,,0.04796281645569622,-0.20323308270676688
2016-03-17,,,27565681.6,,0.045764554709894156,-0.20451127819548875
2016-03-18,,,36936601.6,,0.035791120672794774,-0.20360902255639102
2016-03-21,,,37371306.4,,0.03306671868903632,-0.2036842105263158
2016-03-22,,,35942823.2,,0.02046280359533381,-0.197593984962406
2016-03-23,,,33784264.0,,0.0015098612814947732,-0.20203007518797
2016-03-24,,,33182704.0,,-0.0012287334593572563,-0.20548872180451128
2016-03-25,,,,,-0.002360271903323219,
2016-03-28,,,,,-0.0067982249079406865,-0.20909774436090223
2016-03-29,,,,,0.008995502248875686,-0.19037593984962398
2016-03-30,,,,,0.03231885423537184,-0.17624060150375942
2016-03-31,,,,,0.03141856723762659,-0.18052631578947376
2016-04-01,,,24080033.6,,0.0408819911043814,-0.1730075187969925
2016-04-04,,,26280448.0,,0.05637418005513828,-0.16451127819548872
2016-04-05,,,25096046.4,,0.019780832095096512,-0.17436090225563905
2016-04-06,,,22691908.8,,0.012778386272362052,-0.16571428571428581
2016-04-07,,,22494909.6,,-0.004128819157720787,-0.18390977443609013
2016-04-08,,,21726687.2,,-0.012092008364396722,-0.1830075187969925
2016-04-11,,,20361183.2,,-0.018898488120950407,-0.1803007518796993
2016-04-12,,,20321435.2,,0.005737182405973984,-0.169624060150376
2016-04-13,,,21554561.6,,0.009733237202595557,-0.15759398496240595
2016-04-14,,,20634396.8,,0.03279896812235106,-0.15714285714285714
2016-04-15,,,24718221.6,,0.01095159212221608,-0.17406015037593991
2016-04-18,,,28150389.6,,-0.014125848468170887,-0.19187969924812032
2016-04-19,,,29371020.0,,-0.03196305686345524,-0.19616541353383465
2016-04-20,,,28498920.8,,-0.04382363441628001,-0.19451127819548875
2016-04-21,,,28968071.2,,-0.05468331846565566,-0.20323308270676688
2016-04-22,,,26975304.8,,-0.03796085571233487,-0.20541353383458638
2016-04-25,,,23600221.6,,-0.022329735764793468,-0.20992481203007518
2016-04-26,,,27185192.0,,-0.023945374614161463,-0.2154135338345865
2016-04-27,,,41171236.8,,-0.08690376178474757,-0.2645112781954888
2016-04-28,,,48465946.4,,-0.10512409172407289,-0.2869924812030076
2016-04-29,,,53158368.8,,-0.11298258894776692,-0.2951879699248121
2016-05-02,,,55453496.8,,-0.1088694328130948,-0.29593984962406017
2016-05-03,,,55272564.0,,-0.0878773358888355,-0.28436090225563904
2016-05-04,,,43955936.8,,-0.037108975669597144,-0.2918045112781955
2016-05-05,,,38635818.4,,-0.0167668459348308,-0.29894736842105263
2016-05-06,,,33912223.2,,-0.010881160657136735,-0.3028571428571428
2016-05-09,,,33082244.0,,-0.009077317385732586,-0.3023308270676691
2016-05-10,,,29516788.8,,-0.018491279680605266,-0.29759398496240597
2016-05-11,,,27089173.6,,-0.01783628835332829,-0.30443609022556384
2016-05-12,,,31324855.2,,-0.031102531102531028,-0.3207518796992481
2016-05-13,,,31647847.2,,-0.023727351164797295,-0.31939849624060157
2016-05-16,,,35358208.8,,0.01174695549089333,-0.2941353383458647
2016-05-17,,,38580900.8,,0.0007493042175121811,-0.29706766917293237
2016-05-18,,,40858104.0,,0.02215976651172835,-0.2890225563909774
2016-05-19,,,34616015.2,,0.0427274739871597,-0.2917293233082706
2016-05-20,,,34025118.4,,0.051922227132125576,-0.2840601503759399
2016-05-23,,,31086908.8,,0.027162334895611595,-0.2749624060150375
2016-05-24,,,28588988.0,,0.04717082040859988,-0.2639097744360902
2016-05-25,,,27826904.8,,0.053510998307952695,-0.2509774436090225
2016-05-26,,,29754516.8,,0.06592356687898082,-0.2450375939849624
2016-05-27,,,29530866.4,,0.05387523629489599,-0.2454887218045113
2016-05-30,,,,,0.04065124961111666,
2016-05-31,,,,,0.020020429009192986,-0.24917293233082705
2016-06-01,,,,,-0.011644248142943292,-0.25969924812030076
